id;vigencia_inicio;valor;versao
1956, DATE '1978-02-01', 1106.40, 0
1957, DATE '1978-03-01', 1106.40, 0
1958, DATE '1978-04-01', 1106.40, 0
1959, DATE '1978-05-01', 1560.00, 0
1960, DATE '1978-06-01', 1560.00, 0
1961, DATE '1978-07-01', 1560.00, 0
1962, DATE '1978-08-01', 1560.00, 0
1963, DATE '1978-09-01', 1560.00, 0
1964, DATE '1978-10-01', 1560.00, 0
1965, DATE '1978-11-01', 1560.00, 0
1966, DATE '1978-12-01', 1560.00, 0
1967, DATE '1979-01-01', 1560.00, 0
1968, DATE '1979-02-01', 1560.00, 0
1969, DATE '1979-03-01', 1560.00, 0
1970, DATE '1979-04-01', 1560.00, 0
1971, DATE '1979-05-01', 2268.00, 0
1972, DATE '1979-06-01', 2268.00, 0
1973, DATE '1979-07-01', 2268.00, 0
1974, DATE '1979-08-01', 2268.00, 0
1975, DATE '1979-09-01', 2268.00, 0
1976, DATE '1979-10-01', 2268.00, 0
1977, DATE '1979-11-01', 2932.80, 0
1978, DATE '1979-12-01', 2932.80, 0
1979, DATE '1980-01-01', 2932.80, 0
1980, DATE '1980-02-01', 2932.80, 0
1981, DATE '1980-03-01', 2932.80, 0
1982, DATE '1980-04-01', 2932.80, 0
1983, DATE '1980-05-01', 4149.60, 0
1984, DATE '1980-06-01', 4149.60, 0
1985, DATE '1980-07-01', 4149.60, 0
1986, DATE '1980-08-01', 4149.60, 0
1987, DATE '1980-09-01', 4149.60, 0
1988, DATE '1980-10-01', 4149.60, 0
1989, DATE '1980-11-01', 5788.80, 0
1990, DATE '1980-12-01', 5788.80, 0
1991, DATE '1981-01-01', 5788.80, 0
1992, DATE '1981-02-01', 5788.80, 0
1993, DATE '1981-03-01', 5788.80, 0
1994, DATE '1981-04-01', 5788.80, 0
1995, DATE '1981-05-01', 8464.80, 0
1996, DATE '1981-06-01', 8464.80, 0
1997, DATE '1981-07-01', 8464.80, 0
1998, DATE '1981-08-01', 8464.80, 0
1999, DATE '1981-09-01', 8464.80, 0
2000, DATE '1981-10-01', 8464.80, 0
2001, DATE '1981-11-01', 11928.00, 0
2002, DATE '1981-12-01', 11928.00, 0
2003, DATE '1982-01-01', 11928.00, 0
2004, DATE '1982-02-01', 11928.00, 0
2005, DATE '1982-03-01', 11928.00, 0
2006, DATE '1982-04-01', 11928.00, 0
2007, DATE '1982-05-01', 16608.00, 0
2008, DATE '1982-06-01', 16608.00, 0
2009, DATE '1982-07-01', 16608.00, 0
2010, DATE '1982-08-01', 16608.00, 0
2011, DATE '1982-09-01', 16608.00, 0
2012, DATE '1982-10-01', 16608.00, 0
2013, DATE '1982-11-01', 23568.00, 0
2014, DATE '1982-12-01', 23568.00, 0
2015, DATE '1983-01-01', 23568.00, 0
2016, DATE '1983-02-01', 23568.00, 0
2017, DATE '1983-03-01', 23568.00, 0
2018, DATE '1983-04-01', 23568.00, 0
2019, DATE '1983-05-01', 34776.00, 0
