c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19
430, DATE '2008-10-01', 0.00, 911.70, 8.00, 911.71, 1519.50, 9.00, 1519.51, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 334.29, 0.00
431, DATE '2008-11-01', 0.00, 911.70, 8.00, 911.71, 1519.50, 9.00, 1519.51, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 334.29, 0.00
432, DATE '2008-12-01', 0.00, 911.70, 8.00, 911.71, 1519.50, 9.00, 1519.51, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 334.29, 0.00
433, DATE '2009-01-01', 0.00, 911.70, 8.00, 911.71, 1519.50, 9.00, 1519.51, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 334.29, 0.00
434, DATE '2009-02-01', 0.00, 965.67, 8.00, 965.68, 1609.45, 9.00, 1609.46, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 354.08, 0.00
435, DATE '2009-03-01', 0.00, 965.67, 8.00, 965.68, 1609.45, 9.00, 1609.46, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 354.08, 0.00
436, DATE '2009-04-01', 0.00, 965.67, 8.00, 965.68, 1609.45, 9.00, 1609.46, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 354.08, 0.00
437, DATE '2009-05-01', 0.00, 965.67, 8.00, 965.68, 1609.45, 9.00, 1609.46, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 354.08, 0.00
438, DATE '2009-06-01', 0.00, 965.67, 8.00, 965.68, 1609.45, 9.00, 1609.46, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 354.08, 0.00
439, DATE '2009-07-01', 0.00, 965.67, 8.00, 965.68, 1609.45, 9.00, 1609.46, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 354.08, 0.00
440, DATE '2009-08-01', 0.00, 965.67, 8.00, 965.68, 1609.45, 9.00, 1609.46, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 354.08, 0.00
441, DATE '2009-09-01', 0.00, 965.67, 8.00, 965.68, 1609.45, 9.00, 1609.46, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 354.08, 0.00
442, DATE '2009-10-01', 0.00, 965.67, 8.00, 965.68, 1609.45, 9.00, 1609.46, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 354.08, 0.00
443, DATE '2009-11-01', 0.00, 965.67, 8.00, 965.68, 1609.45, 9.00, 1609.46, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 354.08, 0.00
444, DATE '2009-12-01', 0.00, 965.67, 8.00, 965.68, 1609.45, 9.00, 1609.46, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 354.08, 0.00
445, DATE '2010-01-01', 0.00, 1024.97, 8.00, 1024.98, 1708.27, 9.00, 1708.28, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 375.82, 0.00
446, DATE '2010-02-01', 0.00, 1024.97, 8.00, 1024.98, 1708.27, 9.00, 1708.28, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 375.82, 0.00
447, DATE '2010-03-01', 0.00, 1024.97, 8.00, 1024.98, 1708.27, 9.00, 1708.28, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 375.82, 0.00
448, DATE '2010-04-01', 0.00, 1024.97, 8.00, 1024.98, 1708.27, 9.00, 1708.28, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 375.82, 0.00
449, DATE '2010-05-01', 0.00, 1024.97, 8.00, 1024.98, 1708.27, 9.00, 1708.28, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 375.82, 0.00
450, DATE '2010-06-01', 0.00, 1040.22, 8.00, 1040.23, 1733.70, 9.00, 1733.71, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 381.41, 0.00
451, DATE '2010-07-01', 0.00, 1040.22, 8.00, 1040.23, 1733.70, 9.00, 1733.71, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 381.41, 0.00
452, DATE '2010-08-01', 0.00, 1040.22, 8.00, 1040.23, 1733.70, 9.00, 1733.71, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 381.41, 0.00
