c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19
365, DATE '1997-05-01', 1.600000, DATE '1997-07-01'
366, DATE '1997-06-01', 1.590000, DATE '1997-08-01'
367, DATE '1997-07-01', 1.590000, DATE '1997-09-01'
368, DATE '1997-08-01', 1.670000, DATE '1997-10-01'
369, DATE '1997-09-01', 3.040000, DATE '1997-11-01'
370, DATE '1997-10-01', 2.970000, DATE '1997-12-01'
371, DATE '1997-11-01', 2.670000, DATE '1998-01-01'
372, DATE '1997-12-01', 2.130000, DATE '1998-02-01'
373, DATE '1998-01-01', 2.200000, DATE '1998-03-01'
374, DATE '1998-02-01', 1.710000, DATE '1998-04-01'
375, DATE '1998-03-01', 1.630000, DATE '1998-05-01'
376, DATE '1998-04-01', 1.600000, DATE '1998-06-01'
377, DATE '1998-05-01', 1.700000, DATE '1998-07-01'
378, DATE '1998-06-01', 1.480000, DATE '1998-08-01'
379, DATE '1998-07-01', 2.490000, DATE '1998-09-01'
380, DATE '1998-08-01', 2.940000, DATE '1998-10-01'
381, DATE '1998-09-01', 2.630000, DATE '1998-11-01'
382, DATE '1998-10-01', 2.400000, DATE '1998-12-01'
383, DATE '1998-11-01', 2.180000, DATE '1999-01-01'
384, DATE '1998-12-01', 2.380000, DATE '1999-02-01'
385, DATE '1999-01-01', 3.330000, DATE '1999-03-01'
386, DATE '1999-02-01', 2.350000, DATE '1999-04-01'
387, DATE '1999-03-01', 2.020000, DATE '1999-05-01'
388, DATE '1999-04-01', 1.670000, DATE '1999-06-01'
389, DATE '1999-05-01', 1.660000, DATE '1999-07-01'
390, DATE '1999-06-01', 1.570000, DATE '1999-08-01'
391, DATE '1999-07-01', 1.490000, DATE '1999-09-01'
392, DATE '1999-08-01', 1.380000, DATE '1999-10-01'
393, DATE '1999-09-01', 1.390000, DATE '1999-11-01'
394, DATE '1999-10-01', 1.600000, DATE '1999-12-01'
395, DATE '1999-11-01', 1.460000, DATE '2000-01-01'
1, DATE '1967-01-01', 1.000000, DATE '1967-03-01'
2, DATE '1967-02-01', 1.000000, DATE '1967-04-01'
3, DATE '1967-03-01', 1.000000, DATE '1967-05-01'
4, DATE '1967-04-01', 1.000000, DATE '1967-06-01'
5, DATE '1967-05-01', 1.000000, DATE '1967-07-01'
6, DATE '1967-06-01', 1.000000, DATE '1967-08-01'
7, DATE '1967-07-01', 1.000000, DATE '1967-09-01'
8, DATE '1967-08-01', 1.000000, DATE '1967-10-01'
9, DATE '1967-09-01', 1.000000, DATE '1967-11-01'
10, DATE '1967-10-01', 1.000000, DATE '1967-12-01'
11, DATE '1967-11-01', 1.000000, DATE '1968-01-01'
12, DATE '1967-12-01', 1.000000, DATE '1968-02-01'
13, DATE '1968-01-01', 1.000000, DATE '1968-03-01'
14, DATE '1968-02-01', 1.000000, DATE '1968-04-01'
15, DATE '1968-03-01', 1.000000, DATE '1968-05-01'
16, DATE '1968-04-01', 1.000000, DATE '1968-06-01'
17, DATE '1968-05-01', 1.000000, DATE '1968-07-01'
18, DATE '1968-06-01', 1.000000, DATE '1968-08-01'
19, DATE '1968-07-01', 1.000000, DATE '1968-09-01'
20, DATE '1968-08-01', 1.000000, DATE '1968-10-01'
21, DATE '1968-09-01', 1.000000, DATE '1968-11-01'
22, DATE '1968-10-01', 1.000000, DATE '1968-12-01'
23, DATE '1968-11-01', 1.000000, DATE '1969-01-01'
24, DATE '1968-12-01', 1.000000, DATE '1969-02-01'
25, DATE '1969-01-01', 1.000000, DATE '1969-03-01'
26, DATE '1969-02-01', 1.000000, DATE '1969-04-01'
27, DATE '1969-03-01', 1.000000, DATE '1969-05-01'
28, DATE '1969-04-01', 1.000000, DATE '1969-06-01'
29, DATE '1969-05-01', 1.000000, DATE '1969-07-01'
30, DATE '1969-06-01', 1.000000, DATE '1969-08-01'
31, DATE '1969-07-01', 1.000000, DATE '1969-09-01'
32, DATE '1969-08-01', 1.000000, DATE '1969-10-01'
33, DATE '1969-09-01', 1.000000, DATE '1969-11-01'
34, DATE '1969-10-01', 1.000000, DATE '1969-12-01'
35, DATE '1969-11-01', 1.000000, DATE '1970-01-01'
36, DATE '1969-12-01', 1.000000, DATE '1970-02-01'
37, DATE '1970-01-01', 1.000000, DATE '1970-03-01'
38, DATE '1970-02-01', 1.000000, DATE '1970-04-01'
39, DATE '1970-03-01', 1.000000, DATE '1970-05-01'
40, DATE '1970-04-01', 1.000000, DATE '1970-06-01'
41, DATE '1970-05-01', 1.000000, DATE '1970-07-01'
42, DATE '1970-06-01', 1.000000, DATE '1970-08-01'
43, DATE '1970-07-01', 1.000000, DATE '1970-09-01'
44, DATE '1970-08-01', 1.000000, DATE '1970-10-01'
45, DATE '1970-09-01', 1.000000, DATE '1970-11-01'
46, DATE '1970-10-01', 1.000000, DATE '1970-12-01'
47, DATE '1970-11-01', 1.000000, DATE '1971-01-01'
48, DATE '1970-12-01', 1.000000, DATE '1971-02-01'
49, DATE '1971-01-01', 1.000000, DATE '1971-03-01'
50, DATE '1971-02-01', 1.000000, DATE '1971-04-01'
51, DATE '1971-03-01', 1.000000, DATE '1971-05-01'
52, DATE '1971-04-01', 1.000000, DATE '1971-06-01'
53, DATE '1971-05-01', 1.000000, DATE '1971-07-01'
54, DATE '1971-06-01', 1.000000, DATE '1971-08-01'
55, DATE '1971-07-01', 1.000000, DATE '1971-09-01'
56, DATE '1971-08-01', 1.000000, DATE '1971-10-01'
207, DATE '1984-03-01', 1.000000, DATE '1984-05-01'
208, DATE '1984-04-01', 1.000000, DATE '1984-06-01'
209, DATE '1984-05-01', 1.000000, DATE '1984-07-01'
210, DATE '1984-06-01', 1.000000, DATE '1984-08-01'
211, DATE '1984-07-01', 1.000000, DATE '1984-09-01'
212, DATE '1984-08-01', 1.000000, DATE '1984-10-01'
213, DATE '1984-09-01', 1.000000, DATE '1984-11-01'
214, DATE '1984-10-01', 1.000000, DATE '1984-12-01'
215, DATE '1984-11-01', 1.000000, DATE '1985-01-01'
216, DATE '1984-12-01', 1.000000, DATE '1985-02-01'
217, DATE '1985-01-01', 1.000000, DATE '1985-03-01'
218, DATE '1985-02-01', 1.000000, DATE '1985-04-01'
219, DATE '1985-03-01', 1.000000, DATE '1985-05-01'
220, DATE '1985-04-01', 1.000000, DATE '1985-06-01'
221, DATE '1985-05-01', 1.000000, DATE '1985-07-01'
222, DATE '1985-06-01', 1.000000, DATE '1985-08-01'
223, DATE '1985-07-01', 1.000000, DATE '1985-09-01'
224, DATE '1985-08-01', 1.000000, DATE '1985-10-01'
225, DATE '1985-09-01', 1.000000, DATE '1985-11-01'
226, DATE '1985-10-01', 1.000000, DATE '1985-12-01'
227, DATE '1985-11-01', 1.000000, DATE '1986-01-01'
228, DATE '1985-12-01', 1.000000, DATE '1986-02-01'
229, DATE '1986-01-01', 1.000000, DATE '1986-03-01'
230, DATE '1986-02-01', 1.000000, DATE '1986-04-01'
231, DATE '1986-03-01', 1.000000, DATE '1986-05-01'
232, DATE '1986-04-01', 1.000000, DATE '1986-06-01'
233, DATE '1986-05-01', 1.000000, DATE '1986-07-01'
234, DATE '1986-06-01', 1.000000, DATE '1986-08-01'
235, DATE '1986-07-01', 1.000000, DATE '1986-09-01'
236, DATE '1986-08-01', 1.000000, DATE '1986-10-01'
237, DATE '1986-09-01', 1.000000, DATE '1986-11-01'
238, DATE '1986-10-01', 1.000000, DATE '1986-12-01'
239, DATE '1986-11-01', 1.000000, DATE '1987-01-01'
240, DATE '1986-12-01', 1.000000, DATE '1987-02-01'
241, DATE '1987-01-01', 1.000000, DATE '1987-03-01'
242, DATE '1987-02-01', 1.000000, DATE '1987-04-01'
243, DATE '1987-03-01', 1.000000, DATE '1987-05-01'
244, DATE '1987-04-01', 1.000000, DATE '1987-06-01'
245, DATE '1987-05-01', 1.000000, DATE '1987-07-01'
246, DATE '1987-06-01', 1.000000, DATE '1987-08-01'
247, DATE '1987-07-01', 1.000000, DATE '1987-09-01'
248, DATE '1987-08-01', 1.000000, DATE '1987-10-01'
249, DATE '1987-09-01', 1.000000, DATE '1987-11-01'
250, DATE '1987-10-01', 1.000000, DATE '1987-12-01'
251, DATE '1987-11-01', 1.000000, DATE '1988-01-01'
252, DATE '1987-12-01', 1.000000, DATE '1988-02-01'
253, DATE '1988-01-01', 1.000000, DATE '1988-03-01'
254, DATE '1988-02-01', 1.000000, DATE '1988-04-01'
255, DATE '1988-03-01', 1.000000, DATE '1988-05-01'
256, DATE '1988-04-01', 1.000000, DATE '1988-06-01'
257, DATE '1988-05-01', 1.000000, DATE '1988-07-01'
258, DATE '1988-06-01', 1.000000, DATE '1988-08-01'
259, DATE '1988-07-01', 1.000000, DATE '1988-09-01'
260, DATE '1988-08-01', 1.000000, DATE '1988-10-01'
261, DATE '1988-09-01', 1.000000, DATE '1988-11-01'
262, DATE '1988-10-01', 1.000000, DATE '1988-12-01'
263, DATE '1988-11-01', 1.000000, DATE '1989-01-01'
264, DATE '1988-12-01', 1.000000, DATE '1989-02-01'
265, DATE '1989-01-01', 1.000000, DATE '1989-03-01'
266, DATE '1989-02-01', 1.000000, DATE '1989-04-01'
